authorDisplayName,textDisplay,textDisplayAdj,scores,neg_score,pos_score,neu_score,compound_score,sentiment,publishedAt
@menlo7256,me as a mobile player with the lowest graphics settings: oohh so that&#39;s what it actually looks like,mobile player lowest graphic setting oohh actually look like,"{'neg': 0.123, 'neu': 0.758, 'pos': 0.118, 'compound': -0.0258}",0.123,0.118,0.758,-0.0258,neutral,2024-07-25T11:48:07Z
@outsiderd,Still waiting on a reply as of why half the globe is denied customer service support from Kuro and the stand of the company on people making reports and never getting a reply...,still waiting reply half globe denied customer service support kuro stand company people making report never getting reply,"{'neg': 0.079, 'neu': 0.847, 'pos': 0.074, 'compound': -0.0516}",0.079,0.074,0.847,-0.0516,negative,2024-07-25T10:59:29Z
@skiasailing4202,"Oh, so this was the intended speed for the cutscene. There were instances where the VA ‘speed’ and the animation weren’t in sync for me in-game(there’s a ‘delay’ where she says her ‘game’ line while rising into the air)<br>Other than that,  I like it!",oh intended speed cutscene instance va speed animation sync game delay say game line rising air like,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.4199}",0.0,0.061,0.939,0.4199,positive,2024-07-25T10:50:31Z
@heruloyz_,"The story 10/10.<br>and for the first time, I regret choosing a female mc",story first time regret choosing female mc,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.4215}",0.189,0.0,0.811,-0.4215,negative,2024-07-25T10:46:19Z
@ranni3248,Why changli not strong,changli strong,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4023}",0.474,0.0,0.526,-0.4023,negative,2024-07-25T10:08:57Z
@Andrew_Essam,just hug it out and have SEGSS,hug segss,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.4767}",0.0,0.341,0.659,0.4767,positive,2024-07-25T09:25:50Z
@buhutu,Why App store removed your game from the download list for a whole day? That definitely requires some more detailed explanation bro😢,app store removed game download list whole day definitely requires detailed explanation bro,"{'neg': 0.112, 'neu': 0.791, 'pos': 0.097, 'compound': -0.1027}",0.112,0.097,0.791,-0.1027,negative,2024-07-25T09:19:59Z
@vesLy._.,I JUST KNEW THAT THEY WERE FALLING IN LOVE W EACH OTHER IN THIS (I was too),knew falling love w,"{'neg': 0.105, 'neu': 0.674, 'pos': 0.222, 'compound': 0.5574}",0.105,0.222,0.674,0.5574,positive,2024-07-25T08:24:58Z
@ProEdits-2010,Kuro games pls see i really want to play this game pls make optimization for snapdragon685 pls just answer me kuro games pls😭,kuro game pls see really want play game pls make optimization snapdragon pls answer kuro game pls,"{'neg': 0.093, 'neu': 0.543, 'pos': 0.364, 'compound': 0.6068}",0.093,0.364,0.543,0.6068,positive,2024-07-25T08:11:20Z
@Gekkoua,"your CPU sucks sorry, no optimization will manage your issue",cpu suck sorry optimization manage issue,"{'neg': 0.461, 'neu': 0.539, 'pos': 0.0, 'compound': -0.6103}",0.461,0.0,0.539,-0.6103,negative,2024-07-25T10:53:23Z
@ProEdits-2010,@@Gekkoua ohhh man why wuwa is heavy game than genshin ? Although its new game,gekkoua oh man wuwa heavy game genshin although new game,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-25T11:06:44Z
@ZenMysticc,​@@ProEdits-2010 WuWa uses Unreal Engine which is harder to optimize on low end devices while Genshin uses Unity which is designed for mobile.,proedits wuwa us unreal engine harder optimize low end device genshin us unity designed mobile,"{'neg': 0.08, 'neu': 0.798, 'pos': 0.122, 'compound': 0.2732}",0.08,0.122,0.798,0.2732,positive,2024-07-25T16:33:17Z
@ProEdits-2010,@@ZenMysticc ohh i see,zenmysticc ohh see,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-25T17:13:59Z
@ProEdits-2010,@@ZenMysticc bro this game is really interesting😂😂😂 i played in low settings and its lagging as hell but i try highest settings graphics and its not lagging smooth as butter WTF MAN😂,zenmysticc bro game really interesting played low setting lagging hell try highest setting graphic lagging smooth butter wtf man,"{'neg': 0.255, 'neu': 0.499, 'pos': 0.247, 'compound': 0.1073}",0.255,0.247,0.499,0.1073,positive,2024-07-25T18:31:26Z
@darkwings2218,T_T I can&#39;t believe I hit hard pity and lost the 50/50 again....First Yinlin now Changli T_T  Kuro please have mercy on this poor soul.  I&#39;d like to not lose the 50/50 for once in my life.  Genshin could never give me that.  Please Kuro bless this unfortunate lamb.,believe hit hard pity lost first yinlin changli kuro please mercy poor soul like lose life genshin could never give please kuro bless unfortunate lamb,"{'neg': 0.192, 'neu': 0.583, 'pos': 0.225, 'compound': 0.2865}",0.192,0.225,0.583,0.2865,positive,2024-07-25T07:23:33Z
@darkwings2218,Also great trailer 10/10<br>made me want to pull for her ^^,also great trailer made want pull,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.0,0.375,0.625,0.6597,positive,2024-07-25T07:24:21Z
@darkwings2218,Morgan Freeman?  Is that you?,morgan freeman,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.4696}",0.0,0.433,0.567,0.4696,positive,2024-07-25T07:14:21Z
@user-ho6yx8tx5e,I’m so happy I chose male rover))),happy chose male rover,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.6115}",0.0,0.4,0.6,0.6115,positive,2024-07-25T06:58:54Z
@hisuijin8038,Its so easy to simp for Changli ... poor Rover just turned simp level 9001,easy simp changli poor rover turned simp level,"{'neg': 0.161, 'neu': 0.674, 'pos': 0.166, 'compound': 0.024}",0.161,0.166,0.674,0.024,neutral,2024-07-25T06:58:32Z
@hiimshana,"I loved this cinematic.<br>The moment she holds Rover’s hand and reassure them her forte doesn’t hurt anymore… as if she knew they met her young version, and they saw how bad she was hurting from not being able to control it…<br>It’s such a gentle touch that gives Changli a completely different vibe from just being the “dommy mommy” her design screams at first sight.",loved cinematic moment hold rover hand reassure forte hurt anymore knew met young version saw bad hurting able control gentle touch give changli completely different vibe dommy mommy design scream first sight,"{'neg': 0.147, 'neu': 0.698, 'pos': 0.155, 'compound': 0.1531}",0.147,0.155,0.698,0.1531,positive,2024-07-25T06:44:30Z
@SemiSpectral,"Later in the quest she mentions she made &quot;new memories&quot; inside the sonoro sphere, while rover mentions they couldnt be there for her in reality.<br>The animation showing them both at ~<a href=""https://www.youtube.com/watch?v=gA0Z1qd0ymQ&amp;t=49"">0:49</a> onwards shows them both, the board breaking/game ending, waves being wuthered and them glitching together resulting in the &quot;heart feather&quot;.<br><br>From that, i guess she does know. Because small Changli&#39;s memories merged with hers, resulting in her opening her heart (the feather we get) to rover.",later quest mention made new memory inside sonoro sphere rover mention couldnt reality animation showing onwards show board breaking game ending wave wuthered glitching together resulting heart feather guess know small changli memory merged resulting opening heart feather get rover,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.6369}",0.0,0.052,0.948,0.6369,positive,2024-07-25T22:58:22Z
@binarexa5289,"Storywise, I got a bad feeling for her future story. Even though her power seems like manifestation of a phoenix, iirc in story quest her teacher said her power just fire/flame. For comparison Jiyan &amp; Jinshi has more specific power which is Qinglong &amp; Jue.",storywise got bad feeling future story even though power seems like manifestation phoenix iirc story quest teacher said power fire flame comparison jiyan jinshi specific power qinglong jue,"{'neg': 0.071, 'neu': 0.848, 'pos': 0.081, 'compound': -0.128}",0.071,0.081,0.848,-0.128,negative,2024-07-25T05:36:21Z
@3allOonz,The way she looks at Rover ❤,way look rover,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.0,0.375,0.625,0.6369,positive,2024-07-25T04:48:35Z
@caiusward,"<a href=""https://www.youtube.com/watch?v=gA0Z1qd0ymQ&amp;t=434"">7:14</a> in seconds I thought CHangli will put Rover&#39;s hand onto her.... 🤣🤣🤣 That camera is full of purpose",second thought changli put rover hand onto camera full purpose,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9153}",0.0,0.299,0.701,0.9153,positive,2024-07-25T03:51:52Z
@menlo7256,So cool to know the actual backstory of her ult voice line. 🔥 Wish all characters have the same as well,cool know actual backstory ult voice line wish character well,"{'neg': 0.09, 'neu': 0.634, 'pos': 0.276, 'compound': 0.6115}",0.09,0.276,0.634,0.6115,positive,2024-07-25T03:44:58Z
@rajatrana2088,both female looks like Les…hahah man cmon,female look like le hahah man cmon,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.294,0.706,0.3612,positive,2024-07-25T03:30:05Z
@OriginalSniperLol,This was so beautiful,beautiful,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.7177}",0.0,0.625,0.375,0.7177,positive,2024-07-25T03:27:40Z
@user-fz5oj8li8u,"The voice of Changli is amazing, excellent work!",voice changli amazing excellent work,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.8313}",0.0,0.565,0.435,0.8313,positive,2024-07-25T02:23:17Z
@chaydarbisri9379,I am happy because I chose the male version,happy chose male version,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.0,0.316,0.684,0.5719,positive,2024-07-25T01:04:59Z
@goraebit,"<a href=""https://www.youtube.com/watch?v=gA0Z1qd0ymQ&amp;t=227"">3:47</a> for the female Rover version",female rover version,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-25T01:02:02Z
@kamiosumeragi8198,"When game are made of love and soul, money come second",game made love soul money come second,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.0,0.296,0.704,0.6369,positive,2024-07-25T00:42:15Z
@BatBeatNights,"AAAH I just love how Kuro includes both Rovers!!! Gives the feeling non eos more canon than the other<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>",ah love kuro includes rover give feeling non eos canon,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.7633}",0.0,0.268,0.732,0.7633,positive,2024-07-24T22:56:03Z
@WutheringWavesShorts,"What changli lacks is an exclusive echo phoenix like her disciple jinshi with an exclusive dragon echo. Maybe it can be made for future patches. We need another flying echo to make exploration easier. For the time being, the ghostrider is not bad, but it doesn&#39;t match the cute appearance of changli. What do you guys think?",changli lack exclusive echo phoenix like disciple jinshi exclusive dragon echo maybe made future patch need another flying echo make exploration easier time ghostrider bad match cute appearance changli guy think,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.8599}",0.0,0.213,0.787,0.8599,positive,2024-07-24T22:51:31Z
@hyperactive50,Please make a Boss that can dodge and parry 🙂🤲🏼,please make bos dodge parry,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6133}",0.0,0.238,0.762,0.6133,positive,2024-07-24T22:47:42Z
@Charliea_,Hologram Crownless has a counter attack if you parry him sometimes,hologram crownless counter attack parry sometimes,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",0.237,0.0,0.763,-0.4767,negative,2024-07-25T12:44:22Z
@xia7o,"Changli is so beautiful no bc I actually love her so much, also it’s a bit fresh to see a few women w less fanservice (ig if u wanna be nitty gritty pretty much everyone has it but it’s not as bad w everyone, especially Changli and Jinshi) She’s grown on me sooo much, also preach to kuro for having both the male and female version here",changli beautiful bc actually love much also bit fresh see woman w le fanservice ig u wan na nitty gritty pretty much everyone bad w everyone especially changli jinshi grown much also preach kuro male female version,"{'neg': 0.023, 'neu': 0.804, 'pos': 0.173, 'compound': 0.8855}",0.023,0.173,0.804,0.8855,positive,2024-07-24T22:09:52Z
@Chris.147,When is it coming to Xbox Series X?,coming xbox series x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-24T21:36:45Z
@ZT808YT,Kuro games can u donate astrites to my account pls,kuro game u donate astrites account pls,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0,0.126,0.874,0.0772,positive,2024-07-24T21:28:13Z
@sreejitghosh6990,At the end changli was the biggest rover simp,end changli biggest rover simp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-24T21:27:02Z
@sharmi_166,Please changli come home it will be my last one pull please KURO pleaseee,please changli come home last one pull please kuro please,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.5574}",0.0,0.277,0.723,0.5574,positive,2024-07-24T21:22:34Z
@user-qp6zg4pg1x,Why would this game spoil itself? I don’t understand. They are thinking everyone is done with the quest few days after it is released?,would game spoil understand thinking everyone done quest day released,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-24T21:16:51Z
@LionheartMindExplosion,"Changli is an incredible character, the highest quality unit I have ever played in a mobile game to this date in 2024, details, animation, characterisation, presentation, her look, everything is absolutely beautiful",changli incredible character highest quality unit ever played mobile game date detail animation characterisation presentation look everything absolutely beautiful,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7645}",0.0,0.18,0.82,0.7645,positive,2024-07-24T21:12:10Z
@Brother_Zeke,i aint watching this yet lmao<br>i havent done mine,aint watching yet lmaoi havent done mine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-07-24T21:10:04Z
@ryoukenji6690,I love that the character story quest are actually mainly about the character and the MC not just helping random strangers with boring demands.,love character story quest actually mainly character mc helping random stranger boring demand,"{'neg': 0.143, 'neu': 0.715, 'pos': 0.143, 'compound': 0.2528}",0.143,0.143,0.715,0.2528,positive,2024-07-24T21:08:49Z
@v.emiltheii-nd.8094,Genshin would never...,genshin would never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,neutral,2024-08-03T08:05:16Z
@yuminanirvalen,This is the first time a gacha game ever has such amazing graphics and animations. ❤ It&#39;s so damn good.,first time gacha game ever amazing graphic animation damn good,"{'neg': 0.096, 'neu': 0.545, 'pos': 0.359, 'compound': 0.8476}",0.096,0.359,0.545,0.8476,positive,2024-07-24T20:47:46Z
@bunnixglow,"She so pretty, i want her but game is lag so bad and i can&#39;t play this game 😢😭💔",pretty want game lag bad play game,"{'neg': 0.434, 'neu': 0.319, 'pos': 0.248, 'compound': -0.9073}",0.434,0.248,0.319,-0.9073,negative,2024-07-24T20:36:55Z
@what3667,"Thank you for such a wonderful character and his story. Just please don&#39;t make scenes like this. I&#39;m talking about flirting with the main character. I understand that there are people who chose the male Rover at the very beginning of the game, and in such scenes it looks very beautiful and, to some extent, romantic. But there are also those who chose a female Rover and, roughly speaking, this is not very good. Yes, I know that this does not affect the plot in any way. And I noticed that the players really regret that they didn’t choose the male Rover. I chose a woman (",thank wonderful character story please make scene like talking flirting main character understand people chose male rover beginning game scene look beautiful extent romantic also chose female rover roughly speaking good yes know affect plot way noticed player really regret choose male rover chose woman,"{'neg': 0.089, 'neu': 0.801, 'pos': 0.11, 'compound': -0.3449}",0.089,0.11,0.801,-0.3449,negative,2024-07-24T20:03:21Z
@user-qp6zg4pg1x,I like it better with female Rover.,like better female rover,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.6597}",0.0,0.519,0.481,0.6597,positive,2024-07-24T21:14:10Z
@what3667,"@@user-qp6zg4pg1x Bro, I also like the female GG, but when you watch the detailed scenes, I feel uneasy 😂",user qp zg pg x bro also like female gg watch detailed scene feel uneasy,"{'neg': 0.181, 'neu': 0.599, 'pos': 0.219, 'compound': 0.296}",0.181,0.219,0.599,0.296,positive,2024-07-24T21:30:21Z
@starflame34,"It&#39;s got great cinametics, but am I the only who had trouble experiencing them in-game? Some lines were either cut short or the audio out of sync with what was happening on screen.",got great cinametics trouble experiencing game line either cut short audio sync happening screen,"{'neg': 0.16, 'neu': 0.774, 'pos': 0.066, 'compound': -0.5647}",0.16,0.066,0.774,-0.5647,negative,2024-07-24T20:01:50Z
